"Gene Name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_biotype"
"DOC2B",273.800598489164,-0.701317176120914,0.152032337538266,-4.61294739972274,3.96998796212516e-06,0.000934497947647119,"protein_coding"
"PIK3CD",647.064139696663,0.775364474081259,0.168273716582144,4.60775746700026,4.07035038792746e-06,0.000936520938132256,"protein_coding"
"CEACAM3",37.6494914615989,1.61777616480586,0.351224721626887,4.60609992745458,4.10291283881373e-06,0.000936520938132256,"protein_coding"
"RRM2",172.777840612886,1.87663985317968,0.408797217196016,4.59063754409032,4.41894138845437e-06,0.000978250018697776,"protein_coding"
"PFKFB4",200.614442512977,0.745496874218122,0.162302025837774,4.59326906346362,4.36355860282773e-06,0.000978250018697776,"protein_coding"
"BLK",15.0779900074277,1.25969926407986,0.274579013201327,4.58774780123572,4.48053443678371e-06,0.000978250018697776,"protein_coding"
"PLB1",140.975346119693,0.905492281890467,0.197840825566523,4.57687274250684,4.71978371417341e-06,0.00100298953977413,"protein_coding"
"CDC6",64.0222426681771,1.55491298623002,0.339756360237762,4.57655298974209,4.7270001542624e-06,0.00100298953977413,"protein_coding"
"RMI2",63.8861805774163,1.66763907798565,0.364806444433125,4.57129829648981,4.84711710523285e-06,0.00101419193319907,"protein_coding"
"CMTM2",38.505693510718,1.48934766816425,0.326229810164189,4.56533284746319,4.98702431480634e-06,0.00102917152469257,"protein_coding"
"GINS4",37.0117396020208,1.05569475678792,0.232047477648469,4.54947740646074,5.37793075845496e-06,0.00106114326850602,"protein_coding"
"ALPK2",4.34583665530667,2.43718564564626,0.53523346429644,4.55350012325914,5.27606406765184e-06,0.00106114326850602,"protein_coding"
"GINS1",32.6405908980343,1.33160619670094,0.292809121339436,4.54769370096668,5.42369941420267e-06,0.00106114326850602,"protein_coding"
"MCHR1",8.8559887682996,3.49872200745147,0.76887619058217,4.55043614343467,5.35348325457197e-06,0.00106114326850602,"protein_coding"
"TMEM130",170.596611838517,-1.64422479550185,0.362078615022495,-4.54107126818217,5.59691064286847e-06,0.00108099306198479,"protein_coding"
"CDA",67.634555245501,0.905612388907794,0.199616179957483,4.53676845785087,5.71227621099296e-06,0.00108930938124821,"protein_coding"
"UHRF1",31.3061850843946,1.66632287865076,0.367837045605422,4.5300572592088,5.89677029439044e-06,0.0011104355560624,"protein_coding"
"NAIP",80.6098478393681,1.0335773923172,0.22838603305054,4.52557180713621,6.02324250647004e-06,0.00112024874518483,"protein_coding"
"PTHLH",8.95608289702226,-1.58903152842459,0.352895280033114,-4.50284154629521,6.70508758735376e-06,0.00121701378919861,"protein_coding"
"CYTL1",52.9871003507058,-1.75563390608475,0.390376285483895,-4.49728626294124,6.8826293416835e-06,0.0012343667980055,"protein_coding"
"TACC3",415.168118502558,0.866266951763436,0.19302106004767,4.48794008047359,7.19151477356709e-06,0.00125976941934637,"protein_coding"
"PKMYT1",56.7003117449401,1.95215983541512,0.434775493107544,4.49004110480587,7.12094305619586e-06,0.00125976941934637,"protein_coding"
"ADAM8",407.468866074038,1.03824314549653,0.231851158172427,4.47805891366041,7.53248162195532e-06,0.00130433144407767,"protein_coding"
"NCAPG",54.48068681749,1.62242351186635,0.362543157657966,4.47511827928908,7.63690239853779e-06,0.00130738562084059,"protein_coding"
"MXD1",700.243941760665,0.904628673705377,0.202434970271456,4.46873715787501,7.86827433484448e-06,0.00133186014443182,"protein_coding"
"ADAMDEC1",52.7532169967469,2.51419731304626,0.563784086898174,4.45950386233649,8.2149593079376e-06,0.00137509291082311,"protein_coding"
"CD28",62.5023796193964,1.54511539818137,0.347082062422154,4.4517293328229,8.51814940609645e-06,0.00139484696524829,"protein_coding"
"ABCG2",236.909792029428,-1.24886977220896,0.280449825417951,-4.45309520285057,8.46412019882825e-06,0.00139484696524829,"protein_coding"
"GINS2",43.2228420229151,1.7107361672924,0.384906554720692,4.44454932323457,8.80763007920212e-06,0.00141156326748064,"protein_coding"
"SPIB",7.83900257993727,2.13592654780887,0.480397645819954,4.44616364462656,8.74173664620337e-06,0.00141156326748064,"protein_coding"
"KAZN",526.388953621547,-0.623460384918642,0.140381872017966,-4.44117446189099,8.94692193866432e-06,0.00141879346322082,"protein_coding"
"SGO1",10.7104887601997,1.69110627475949,0.38239046527982,4.42245931399466,9.75837294646794e-06,0.00153135300456812,"protein_coding"
"PIR",244.479704900183,-0.646931149477409,0.146907639697534,-4.4036589983296,1.06440207633615e-05,0.00165311518350557,"protein_coding"
"PADI4",105.987342849146,1.6460063100273,0.374010576259733,4.40096193665986,1.07772030758328e-05,0.0016567200442594,"protein_coding"
"AMPD2",650.231524744466,0.567408610327741,0.129280688099673,4.388966508983,1.13890605089426e-05,0.00173309289461839,"protein_coding"
"AKNA",1323.25411517207,0.457455836306321,0.104457365301934,4.37935453363242,1.19031345798626e-05,0.0017932072244563,"protein_coding"
"CD5",96.9155020176428,1.28987938516004,0.295544605323751,4.36441525889825,1.27463247320976e-05,0.00190122160484208,"protein_coding"
